action_id,incident_id,identity_id,canonical_id,action_type,recommended_action,priority,action_priority,affected_resource_id,estimated_risk_reduction,blast_radius_reduction,justification,estimated_effort,requires_approval,compliance_frameworks,status,generated_timestamp,llm_rationale
7e7054ba-5682-4fe0-a418-3577104d0313,,8a4b8f7c-2147-2a15-fcce-96f6250a4578,8a4b8f7c-2147-2a15-fcce-96f6250a4578,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,16.78,0.0,Identity holds 8 ADMIN/FULL_CONTROL privileges across 3 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
38ee07e4-716e-42ed-89cf-b16350d27770,,8ac8ad93-7e02-921d-f86b-543ae1b243cc,8ac8ad93-7e02-921d-f86b-543ae1b243cc,ENFORCE_MFA,ENFORCE_MFA,P4,low,,42.59,0.0,Elevated identity hygiene failure across 1 platform(s) with 1 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
9d8c30e3-8514-4beb-b83b-8778da247498,,8b0901ab-c66d-ceb3-4494-5e091d3ca5a4,8b0901ab-c66d-ceb3-4494-5e091d3ca5a4,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,11.99,0.0,Elevated behavioural anomaly across 2 platform(s) with 3 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
1f804772-0c01-44f4-8a00-6f97eae0a110,,8baaf744-a08d-d21b-e395-4cb17f7f6c0a,8baaf744-a08d-d21b-e395-4cb17f7f6c0a,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,13.78,0.0,Elevated privilege misconfiguration across 5 platform(s) with 10 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
29b2109a-ff53-4b1e-9b01-477f9ce5b4bc,,8beddb12-ad77-e82f-49a2-3a89e6b5a92c,8beddb12-ad77-e82f-49a2-3a89e6b5a92c,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,14.33,0.0,Elevated privilege misconfiguration across 4 platform(s) with 7 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
72b5080a-f785-4e3c-8ef6-d765f37a3b89,,8cc36f3b-c3af-fcfe-734a-6ca38116e3fc,8cc36f3b-c3af-fcfe-734a-6ca38116e3fc,ENFORCE_MFA,ENFORCE_MFA,P2,high,,16.03,0.0,Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=1.00. Access was not revoked on schedule. Detection was triggered by a deterministic IAM governance rule (not an ML model).,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
8daf6f0c-b1c8-4753-b205-0a1f4644c52a,,8ccc9cea-109f-d8ee-b5a4-720058f0dd23,8ccc9cea-109f-d8ee-b5a4-720058f0dd23,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,14.89,0.0,Elevated privilege misconfiguration across 3 platform(s) with 7 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
570a3f11-9658-4389-86b1-a5e450c74823,,8d244e3e-c4da-bddb-e0b1-5abaa6a27967,8d244e3e-c4da-bddb-e0b1-5abaa6a27967,ENFORCE_MFA,ENFORCE_MFA,P4,low,,29.79,0.0,Elevated identity hygiene failure across 3 platform(s) with 7 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
dac1d572-1b5d-4fa8-ba21-6d8eca13a0b0,,8de08fc2-c3e1-5a85-d46e-f10411906f50,8de08fc2-c3e1-5a85-d46e-f10411906f50,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P3,medium,,12.64,0.0,Identity holds 23 ADMIN/FULL_CONTROL privileges across 4 resource platform(s); 13% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
595fbd78-35c7-4697-812b-6f685daad962,,8e485223-46b9-8991-e14e-b70db380c73a,8e485223-46b9-8991-e14e-b70db380c73a,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,16.03,0.0,Elevated privilege misconfiguration across 4 platform(s) with 6 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
91283c99-18c8-4d02-be5b-e3bcb2058a4a,,8e52fc42-73c3-74a6-dac7-26b667863fb3,8e52fc42-73c3-74a6-dac7-26b667863fb3,ENFORCE_MFA,ENFORCE_MFA,P4,low,,44.92,0.0,Elevated identity hygiene failure across 1 platform(s) with 1 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
daa51080-c859-414f-9425-451304c91b26,33db2a18-e12a-4f38-9726-1a33112fb4cc,8ece1128-56ce-4b42-fc9e-1dcbcb7e6268,8ece1128-56ce-4b42-fc9e-1dcbcb7e6268,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P3,medium,,12.8,0.0,Elevated privilege misconfiguration across 5 platform(s) with 16 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
1c798b5c-5580-4f46-93b0-3f108e26bff9,,8ed6ad5e-1831-8aa3-5466-9d1910df9974,8ed6ad5e-1831-8aa3-5466-9d1910df9974,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,12.49,0.0,Elevated privilege misconfiguration across 3 platform(s) with 6 effective privileges. Detection was triggered by a deterministic IAM governance rule (not an ML model).,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
08dfc9bd-071d-40c8-8e26-ca64972c73ab,,8ed8a80d-84cf-ee39-bf31-c29f82bbad84,8ed8a80d-84cf-ee39-bf31-c29f82bbad84,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,8.84,0.0,Elevated behavioural anomaly across 2 platform(s) with 3 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
1b9ac5c9-4040-4ed7-8f6b-93796d31b093,,8edddfcd-1e52-d770-3f89-7142fe716b14,8edddfcd-1e52-d770-3f89-7142fe716b14,ENFORCE_MFA,ENFORCE_MFA,P2,high,,16.1,0.0,Identity holds 5 ADMIN/FULL_CONTROL privileges across 3 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
52aa225c-0839-45a4-bd97-c49720208dac,,8f158449-4f40-c22f-15b0-2530f020e992,8f158449-4f40-c22f-15b0-2530f020e992,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P3,medium,,15.07,0.0,Identity holds 8 ADMIN/FULL_CONTROL privileges across 3 resource platform(s); 12% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
12837a3a-cb72-4034-a031-9b18d8d60b4d,,8f15ba58-fce6-8504-87f8-424daae65fc1,8f15ba58-fce6-8504-87f8-424daae65fc1,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,16.47,0.0,Elevated privilege misconfiguration across 3 platform(s) with 4 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
87f82a89-5af5-4539-a8a4-fe333a275a7c,,8f3dc97f-e6b0-da0a-b98f-5dbe15aede0f,8f3dc97f-e6b0-da0a-b98f-5dbe15aede0f,ENFORCE_MFA,ENFORCE_MFA,P4,low,,37.51,0.0,Elevated identity hygiene failure across 2 platform(s) with 3 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
e599c213-3b16-4fbf-af95-5ebc5f6d6d19,648576d9-c889-4e6f-8ac7-f9fac262b575,8fe069b6-eeda-a802-4568-f42689e03e22,8fe069b6-eeda-a802-4568-f42689e03e22,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P3,medium,,12.57,0.0,Identity holds 16 ADMIN/FULL_CONTROL privileges across 4 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
625264ae-eca9-4fc1-ba04-09a4422b8f22,,905c7bdd-74f0-beae-6a59-43ce836435e3,905c7bdd-74f0-beae-6a59-43ce836435e3,ENFORCE_MFA,ENFORCE_MFA,P4,low,,20.73,0.0,Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=0.99. Access was not revoked on schedule. Detection was triggered by a deterministic IAM governance rule (not an ML model).,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
e3d759b8-2e56-49ab-842d-f25dc41999be,,90ce82e8-e9a5-3368-5812-9eb27c13f47a,90ce82e8-e9a5-3368-5812-9eb27c13f47a,ENFORCE_MFA,ENFORCE_MFA,P4,low,,44.48,0.0,Elevated identity hygiene failure across 1 platform(s) with 1 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
3a6b0b3e-b41f-4475-bc18-f0595e1a1ecc,,91519998-f293-3585-5a07-d758b357f3f9,91519998-f293-3585-5a07-d758b357f3f9,ENFORCE_MFA,ENFORCE_MFA,P4,low,,42.32,0.0,Elevated identity hygiene failure across 1 platform(s) with 3 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
6459a766-c9b3-40a9-8ab2-325ee7099417,,91b0e1d9-9d92-62af-2c8d-0e44e71e43a6,91b0e1d9-9d92-62af-2c8d-0e44e71e43a6,ENFORCE_MFA,ENFORCE_MFA,P2,high,,16.98,0.0,Identity holds 4 ADMIN/FULL_CONTROL privileges across 3 resource platform(s); 9% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
7422be2b-178a-44e5-abc2-0d444486e996,0fdb1ee7-42a4-4359-8577-e7961b256021,9280c5aa-8dd4-595b-5c63-b6f306ba8cd3,9280c5aa-8dd4-595b-5c63-b6f306ba8cd3,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P3,medium,,12.1,0.0,Identity holds 27 ADMIN/FULL_CONTROL privileges across 4 resource platform(s); 15% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
3a352b68-fdc4-4fec-b952-679d63fe5051,,9384ec2b-44fe-acae-d248-a9a7ac1aa554,9384ec2b-44fe-acae-d248-a9a7ac1aa554,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,14.52,0.0,Elevated privilege misconfiguration across 4 platform(s) with 7 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
1b793b65-9346-49cb-a217-de3f03ef7b9c,,94340a03-3f07-f814-91d6-3f78e3e9de99,94340a03-3f07-f814-91d6-3f78e3e9de99,ENFORCE_MFA,ENFORCE_MFA,P2,high,,15.3,0.0,Identity holds 5 ADMIN/FULL_CONTROL privileges across 4 resource platform(s); 33% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
bcc23840-5762-4bf1-9c77-2a70ca8b6ea6,,94a1875d-2db6-9edb-42de-ffccf86c2ca2,94a1875d-2db6-9edb-42de-ffccf86c2ca2,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,17.62,0.0,Elevated privilege misconfiguration across 3 platform(s) with 4 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
afb0312e-89b0-49a0-b051-e750c211ab74,83b34c49-03ef-4dff-b7aa-a6357e58f184,95831d58-ef4c-5119-8da5-d39b42c21797,95831d58-ef4c-5119-8da5-d39b42c21797,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P3,medium,,9.54,0.0,Identity holds 4 ADMIN/FULL_CONTROL privileges across 1 resource platform(s); 50% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
1fde31b8-425d-48f5-9c55-65a73bd384a8,,960be0f4-9513-2c22-1583-9b99a50a13dc,960be0f4-9513-2c22-1583-9b99a50a13dc,ENFORCE_MFA,ENFORCE_MFA,P4,low,,30.23,0.0,Elevated identity hygiene failure across 1 platform(s) with 0 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
65f077dd-0537-4218-9336-30de8b4662df,,964db03f-9340-3fad-dc4a-d56bd6016237,964db03f-9340-3fad-dc4a-d56bd6016237,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,11.14,0.0,Elevated behavioural anomaly across 2 platform(s) with 3 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
50b8bd91-7b96-4598-b6ae-e71557fc93ad,,965befdf-6b4b-e411-8a4a-0e2df22b5b98,965befdf-6b4b-e411-8a4a-0e2df22b5b98,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,16.46,0.0,Elevated privilege misconfiguration across 3 platform(s) with 4 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
5b7241ed-a6ef-4da3-afc1-fcdefebf53c9,,965d744f-0445-c1a8-12af-97e4c536c66e,965d744f-0445-c1a8-12af-97e4c536c66e,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,14.35,0.0,Elevated privilege misconfiguration across 4 platform(s) with 7 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
51ef1b4c-5db0-45dd-9dcc-37afe2426d63,,96fc734d-a003-cd28-ca8f-3653c9af18f8,96fc734d-a003-cd28-ca8f-3653c9af18f8,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,16.88,0.0,Elevated privilege misconfiguration across 3 platform(s) with 4 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
f07ba161-0719-483c-8739-6636d3fc1c19,,97777f10-f2d2-393f-8e85-140d0f9aeb70,97777f10-f2d2-393f-8e85-140d0f9aeb70,ENFORCE_MFA,ENFORCE_MFA,P4,low,,29.66,0.0,Elevated identity hygiene failure across 4 platform(s) with 7 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
e3e53041-cc4c-418b-97cf-2289cb2e5181,,97fb613a-21f8-9d06-13f3-cade7a10013f,97fb613a-21f8-9d06-13f3-cade7a10013f,ENFORCE_MFA,ENFORCE_MFA,P4,low,,32.47,0.0,Elevated identity hygiene failure across 4 platform(s) with 7 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
cba66f5f-f72b-4b45-b90b-2c2325d602a3,,97fe56c5-4c9a-9f24-d7b4-c294bd44089d,97fe56c5-4c9a-9f24-d7b4-c294bd44089d,ENFORCE_MFA,ENFORCE_MFA,P4,low,,31.6,0.0,Elevated identity hygiene failure across 4 platform(s) with 7 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
0742ef7d-d68c-46d1-8060-6ee7df02a32e,,98af5cca-6b11-b7cb-6372-542482c56b21,98af5cca-6b11-b7cb-6372-542482c56b21,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,11.66,0.0,Elevated behavioural anomaly across 2 platform(s) with 3 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
ba39edfa-0da1-401b-9c42-27c21138bb54,,98cf1188-06d2-5913-a117-3719b023a0ea,98cf1188-06d2-5913-a117-3719b023a0ea,ENFORCE_MFA,ENFORCE_MFA,P4,low,,41.0,0.0,Elevated identity hygiene failure across 3 platform(s) with 3 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
f6e04692-fb85-4052-8cd6-8f7c19a5c493,,98dc9e0b-51a1-f5df-06ac-10102e0869c1,98dc9e0b-51a1-f5df-06ac-10102e0869c1,ENFORCE_MFA,ENFORCE_MFA,P4,low,,43.04,0.0,Elevated identity hygiene failure across 1 platform(s) with 3 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
a3fe4d05-e402-488c-be26-b6194b68db0c,,98e52499-218c-6e1c-9e37-4f7ac42cbc39,98e52499-218c-6e1c-9e37-4f7ac42cbc39,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P3,medium,,16.46,0.0,Identity holds 8 ADMIN/FULL_CONTROL privileges across 3 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
4498bbbb-32ae-4d8f-9aea-6250e4576089,b3e3ad7a-cf30-4f8a-aaeb-43287546ade7,9918ee46-1497-d658-7010-f7197e695d0d,9918ee46-1497-d658-7010-f7197e695d0d,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P3,medium,,13.23,0.0,Identity holds 12 ADMIN/FULL_CONTROL privileges across 4 resource platform(s); 25% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
474a7dc3-c18c-495c-b659-36bd6513f6f5,,9a069295-3b8d-3447-0e61-065f171b1b80,9a069295-3b8d-3447-0e61-065f171b1b80,ENFORCE_MFA,ENFORCE_MFA,P4,low,,43.79,0.0,Elevated identity hygiene failure across 1 platform(s) with 3 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
4d5164f7-0318-4e92-8ccc-59cdf9a025ea,,9a4ffc0c-9165-f2ed-4c63-6e95025f5543,9a4ffc0c-9165-f2ed-4c63-6e95025f5543,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P3,medium,,12.36,0.0,Identity holds 6 ADMIN/FULL_CONTROL privileges across 2 resource platform(s); 50% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
b23ef6fa-2bb5-41b2-85a6-381d13a048da,,9b4e2c24-9479-e1e6-c927-7d9b6e0d2648,9b4e2c24-9479-e1e6-c927-7d9b6e0d2648,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,15.23,0.0,Elevated privilege misconfiguration across 3 platform(s) with 10 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
c70749be-b54d-4e81-afad-6a59554e5ca1,,9b69554d-7c54-535f-6c8c-3b6aa974d079,9b69554d-7c54-535f-6c8c-3b6aa974d079,ENFORCE_MFA,ENFORCE_MFA,P2,high,,16.06,0.0,Identity holds 5 ADMIN/FULL_CONTROL privileges across 4 resource platform(s); 17% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
c51a8dd7-c8fa-4c84-9dec-d081c548696b,bb4b8d57-60da-4d12-96fa-974bba374226,9c3de1b0-022b-6683-9033-da6587cf63fd,9c3de1b0-022b-6683-9033-da6587cf63fd,REVOKE_ROLE,REVOKE_ROLE,P1,urgent,RES-fc377a4c-4a15-544d-c5e7-ce8a3a578a8e,50.95,58.44,Identity holds 27 ADMIN/FULL_CONTROL privileges across 5 resource platform(s); 74% are provisioned but unused — classic over-provisioning.,moderate,True,"[""NIST-AC-6"", ""NIST-AC-6(1)"", ""CIS-5.4"", ""CIS-6.8"", ""ISO-A.9.2.2"", ""ISO-A.9.2.5"", ""SOX-ITGC-AC""]",RECOMMENDED,2026-06-21 14:36:33,
6945a7db-b5b4-4017-9f50-ea5eeb43454b,,9c7c7377-79a2-8903-fbe3-3b243eae0032,9c7c7377-79a2-8903-fbe3-3b243eae0032,ENFORCE_MFA,ENFORCE_MFA,P4,low,,19.92,0.0,Elevated privilege misconfiguration across 3 platform(s) with 6 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
658ca285-2b01-45c3-933b-c20d851f517c,,9c89d374-c664-95a7-8077-3e33690e7e62,9c89d374-c664-95a7-8077-3e33690e7e62,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,13.54,0.0,Elevated privilege misconfiguration across 2 platform(s) with 4 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
7a1873aa-d4d5-4ae7-a81f-d853bf702ae3,,9d264599-c4dd-8df5-9aec-56a857311609,9d264599-c4dd-8df5-9aec-56a857311609,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,6.05,0.0,Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=1.00. Access was not revoked on schedule. Detection was triggered by a deterministic IAM governance rule (not an ML model).,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
